,Filename,Num_qa
68,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT03414944_s13014-019-1255-7/page_5.txt,6
69,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02039674_nihms-1060337/page_4.txt,14
70,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_01_v2_sus/NCT03060356_1152/page_13.txt,10
71,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_01_v2/NCT03448978_41375_2020_951_MOESM1_ESM/page_7.txt,15
72,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT03196986_main/page_18.txt,12
73,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_00_v2/NCT01722149_Gulati_aberrant_Lck_signal_via_CD28_am.ass.o.cancer/page_17.txt,15
74,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT04318938_s12885-021-08460-w/page_25.txt,10
75,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT05259319_s12885-023-11534-6/page_14.txt,14
76,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02417662_e020690.full/page_23.txt,1
77,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT01839032_1471-2407-14-231/page_4.txt,8
78,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02349412_12160_2017_article_9875/page_3.txt,15
79,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02460224_e003776.full/page_8.txt,10
80,CT-Documents-Hub/50-CQAGen/Pending/CART-Abstracts/20240315_01/705_10386_2022-11-15/705_10386_2022-11-15.txt,13
81,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT04629300_fpsyg-14-1184482/page_8.txt,2
82,CT-Documents-Hub/50-CQAGen/Pending/CART-Abstracts/20240315_01/704_4606_2022-11-15/704_4606_2022-11-15.txt,15
83,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_00_v2/NCT01865617_Factors associated with outcomes after a second CD19-targeted CAR T-cell infusion for refractory B-cell malignancies - PMC/page_19.txt,4
84,CT-Documents-Hub/50-CQAGen/Pending/CART-Abstracts/20240315_01/703_4521_2022-11-15/703_4521_2022-11-15.txt,6
85,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT04504071_12885_2022_Article_9409/page_10.txt,2
86,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT01362296_mdv072/page_11.txt,4
87,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT00495170_nihms361732/page_9.txt,8
88,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_00_v2_sus/NCT03548207_flowCore/page_350.txt,4
89,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT03257124_medi-102-e35387/page_2.txt,6
90,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02621398_jamaoncol-6-848-s001/page_14.txt,15
91,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_01_v2_sus/NCT02587689_koni-06-03-1284722/page_14.txt,13
92,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT03456063_ezab007/page_6.txt,10
93,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT03416231_medi-98-e16065/page_10.txt,13
94,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT05081609_jitc-2022-004991/page_24.txt,13
95,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_01_v2/NCT03275285_Sarclisa/page_34.txt,12
96,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT01351415_jamaoncol-e183486-s001/page_135.txt,3
97,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02192541_oncolo_23_11_1269/page_13.txt,13
98,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02192541_oncolo_23_11_1269/page_5.txt,7
99,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT01355484_s11912-016-0522-0/page_13.txt,14
100,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT04676009_e056819.full/page_4.txt,3
101,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02555007_/page_1.txt,7
102,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT04315467_nihms-1901881/page_26.txt,10
103,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_00_v2_sus/NCT02315612_JCO.19.03279/page_21.txt,10
104,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT01158144_s12885-016-2234-0/page_12.txt,11
105,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT00265317_mdt212/page_4.txt,8
106,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT01387282_mdx192/page_9.txt,4
107,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT03569072_bmjopen-2020-042465/page_21.txt,2
108,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_01_v2_sus/NCT02111850_JCO.2017.74.5463/page_14.txt,8
109,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT04082988_KONI_12_2204745/page_1.txt,2
110,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT03798743_12885_2022_Article_10045/page_25.txt,3
111,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT01576796_13014_2018_Article_1147/page_2.txt,5
112,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT00960115_CD011300/page_36.txt,8
113,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT04739358_TCA-13-3032/page_12.txt,10
114,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_00_v2/NCT03090659_s13045-022-01301-8/page_7.txt,14
115,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT00002550_nihms-137952/page_13.txt,8
116,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT03197467_12885_2019_Article_5624/page_18.txt,12
117,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02192697_CAS-109-2852/page_1.txt,11
118,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT04852588_s12885-022-09563-8/page_9.txt,12
119,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT03215810_nihms-1728269/page_14.txt,4
120,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_00_v2/NCT01818323_jitc-2023-007162/page_7.txt,8
121,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT00735904_s12885-015-1350-6/page_9.txt,4
122,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_01_v2_sus/NCT02650414_41591_2021_1326_MOESM1_ESM/page_5.txt,11
123,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_01_v2/NCT00730613_emss-71141/page_3.txt,10
124,CT-Documents-Hub/50-CQAGen/Pending/CART-Abstracts/20240315_01/703_4524_2022-11-15/703_4524_2022-11-15.txt,14
125,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT03676192_s40259-022-00552-8/page_16.txt,5
126,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT00365963_jmir_v19i11e354_app1/page_20.txt,2
127,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT04504071_12885_2022_Article_9409/page_1.txt,9
128,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT01190527_jamaoncol-3-1358-s001/page_3.txt,10
129,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT04382300_s12885-021-08759-8/page_16.txt,2
130,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02444741_jitc-2019-000492/page_3.txt,10
131,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_01_v2/NCT00924326_B-cell depletion and remissions of malignancy along with cytokine-associated toxicity in a clinical trial of anti-CD19 chimeric-antigen-receptor–transduced T cells - PMC/page_12.txt,14
132,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT00915005_fcvm-09-1071701/page_22.txt,14
133,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02754882_STN-125085_Avastin_BioPharmr/page_10.txt,11
134,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02128724_s13550-018-0430-4/page_10.txt,7
135,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT00668707_main/page_16.txt,8
136,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_01_v2/NCT00968760_fimmu-13-1032397/page_5.txt,2
137,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT00265317_mdt212/page_8.txt,15
138,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02535507_main/page_9.txt,9
139,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT00365963_jmir_v19i11e354_app1/page_115.txt,5
140,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02998528_41591_2023_Article_2660/page_4.txt,10
141,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT04265534_pone.0259241/page_21.txt,14
142,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02621398_jamaoncol-6-848-s001/page_7.txt,1
143,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT04338620_jamaoncol-e232751-s001/page_11.txt,15
144,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02831959_main/page_5.txt,14
145,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT01190527_jamaoncol-3-1358-s001/page_15.txt,15
146,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT01951469_jamanetwopen-e2255050-s001/page_30.txt,8
147,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT01642251_CAM4-9-7511/page_23.txt,14
148,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT03476681_13046_2023_Article_2649/page_8.txt,8
149,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02088112_s41416-020-01099-7/page_14.txt,15
150,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT01893580_1471-2407-14-404/page_11.txt,15
151,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT00312377_nihms335816/page_0.txt,1
152,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02568267_nihms-1620686/page_16.txt,4
153,CT-Documents-Hub/50-CQAGen/Pending/CART-Abstracts/20240315_01/705_7536_2022-11-15/705_7536_2022-11-15.txt,11
154,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_00_v2_sus/NCT03548207_flowCore/page_469.txt,15
155,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT01866410_fonc-09-00132/page_14.txt,13
156,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT04258813_12875_2021_Article_1569/page_0.txt,9
157,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT03127449_s12916-023-02865-z/page_3.txt,14
158,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT05303493_curroncol-30-00570/page_4.txt,15
159,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02771626_kca-3-kca180043/page_1.txt,15
160,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT01196234_12885_2015_Article_1714/page_17.txt,2
161,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_00_v2_sus/NCT02315612_JCO.19.03279/page_15.txt,4
162,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_01_v2/NCT02107963_s12967-017-1160-5/page_17.txt,2
163,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT04338620_jamaoncol-e232751-s001/page_45.txt,5
164,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_00_v2_sus/NCT03548207_flowCore/page_425.txt,1
165,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_00_v2_sus/NCT02315612_JCO.19.03279/page_6.txt,13
166,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT04075396_12325_2022_Article_2286/page_11.txt,13
167,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT01190527_jamaoncol-3-1358-s001/page_39.txt,14
168,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_01_v2/NCT02772198_American J Hematol - 2018 - Jacoby - Locally produced CD19 CAR T cells leading to clinical remissions in medullary and/page_4.txt,14
169,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT04636593_s12885-021-08266-w/page_14.txt,5
170,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_00_v2/NCT02209376_nihms930576/page_26.txt,14
171,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_00_v2_sus/NCT01081028_s41408-021-00507-2/page_1.txt,11
172,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT01190527_jamaoncol-3-1358-s001/page_66.txt,14
173,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT03849469_125514s071s090lbl/page_26.txt,15
174,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT04338620_jamaoncol-e232751-s001/page_63.txt,2
175,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02259114_oncotarget-07-84675/page_4.txt,14
176,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT04042558_Bylicki%20et%20al.%20-%202023%20-%20Atezolizumab%20with%20or%20without%20bevacizumab%20and%20plati/page_9.txt,11
177,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_00_v2/NCT03361748_jitc-2020-000734/page_3.txt,4
178,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02621398_jamaoncol-6-848-s001/page_91.txt,3
179,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT01029925_nihms557630/page_17.txt,4
180,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02117167_mdv394/page_5.txt,15
181,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT01038661_atm-09-04-338/page_6.txt,9
182,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT00948675_jto-10-134/page_9.txt,15
183,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_01_v2/NCT02028455_nihms-1810365/page_22.txt,2
184,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT01574222_nihms873575/page_18.txt,1
185,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02789345_nihms-1771855/page_14.txt,15
186,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT03088540_fonc-12-1081729/page_10.txt,3
187,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_01_v2/NCT03953599_American J Hematol - 2022 - Wang - A novel adoptive synthetic TCR and antigen receptor  STAR  T‐Cell therapy for B‐Cell/page_19.txt,5
188,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02998528_nihms-1860418/page_14.txt,12
189,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02349412_12160_2017_article_9875/page_4.txt,6
190,CT-Documents-Hub/50-CQAGen/Pending/CART-Paper/20240307_01_v2_sus/NCT02650414_41591_2021_1326_MOESM1_ESM/page_136.txt,14
191,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02000947_nihms864345/page_16.txt,7
192,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02578680_Updated%20Analysis%20From%20KEYNOTE-189_%20Pembrolizumab%20or%20Placebo%20Plus%20Pemetrexed%20and%20Platinum%20for%20Previously%20Untreated%20Metastatic%20Nonsquamous%20Non%e2%80%93Small-Cell%20Lung%20Cancer/page_18.txt,1
193,CT-Documents-Hub/50-CQAGen/Pending/NSCLC-Paper/20240315_00_v2/NCT02219711_s10637-022-01274-y/page_13.txt,15
